lat,lng,name,vicinity,Type1,Type2,Type3,Type4,Type5,Type6,rating,user_ratings_total,price_level
41.7660919,-72.7100266,Tisane Euro-Asian Cafe,"537 Farmington Avenue, Hartford",doctor,health,point_of_interest,establishment,NA,NA,4.5,1001,2
41.7727849,-72.6986783,Radiology Associates Hartford. P.C. - Administrative Office,"1000 Asylum Avenue # 3201E, Hartford",doctor,health,point_of_interest,establishment,NA,NA,1,1,0
41.7753684,-72.6988846,Silverstein Eric A MD,"114 Woodland Street, Hartford",doctor,health,point_of_interest,establishment,NA,NA,3.8,8,0
41.7995978,-72.6950627,St Francis Medical Group Inc: Naqvi Syed J MD,"500 Blue Hills Avenue, Hartford",doctor,health,point_of_interest,establishment,NA,NA,0,0,0
41.8001107,-72.6946265,Ruiz Ricardo MD,"500 Blue Hills Avenue, Hartford",doctor,health,point_of_interest,establishment,NA,NA,0,0,0
41.7996143,-72.6949992,Gonzalez Luis R MD,"500 Blue Hills Avenue, Hartford",doctor,health,point_of_interest,establishment,NA,NA,0,0,0
41.8001107,-72.6946265,St Francis Medical Group Inc: Narayanan N Chandra MD,"500 Blue Hills Avenue, Hartford",doctor,health,point_of_interest,establishment,NA,NA,0,0,0
41.7995978,-72.6950627,Saint Francis Hospital Psy,"500 Blue Hills Avenue, Hartford",doctor,health,point_of_interest,establishment,NA,NA,0,0,0
41.77533,-72.698387,"Dr. George H. Barrows, MD","114 Woodland Street, Hartford",doctor,health,point_of_interest,establishment,NA,NA,0,0,0
41.7996143,-72.6949992,"Joan R. Lingard, LCSW","500 Blue Hills Avenue, Hartford",doctor,health,point_of_interest,establishment,NA,NA,0,0,0
41.1792258,-73.1894384,Bridgeport,Bridgeport,doctor,health,point_of_interest,establishment,NA,NA,0,0,0
41.1892668,-73.1663065,Bridgeport Hospital,"267 Grant Street, Bridgeport",doctor,health,point_of_interest,establishment,NA,NA,2.9,271,0
41.1935698,-73.147381,Holy Name of Jesus School,"1950 Barnum Avenue, Stratford",doctor,health,point_of_interest,establishment,NA,NA,0,0,0
41.199431,-73.181101,Pep Boys,"513 Boston Avenue, Bridgeport",doctor,health,point_of_interest,establishment,NA,NA,3.7,506,0
41.1969957,-73.1691042,Warren Harding High School,"379 Bond Street, Bridgeport",doctor,health,point_of_interest,establishment,NA,NA,3.7,34,0
41.1857758,-73.1420898,Two Roads Brewing Company,"1700 Stratford Avenue, Stratford",doctor,health,point_of_interest,establishment,NA,NA,4.7,789,0
41.1924782,-73.1524656,bp,"265 Boston Avenue, Stratford",doctor,health,point_of_interest,establishment,NA,NA,4.1,24,0
41.2038171,-73.1904834,Connecticut Department of Motor Vehicles,"95 Sylvan Avenue, Bridgeport",doctor,health,point_of_interest,establishment,NA,NA,3,970,0
41.1827855,-73.1549981,Bridgeport Shooting Range,"1918 Stratford Avenue, Bridgeport",doctor,health,point_of_interest,establishment,NA,NA,4.6,169,0
41.1835042,-73.1450944,Goooal Sports,"1791 Stratford Avenue, Stratford",doctor,health,point_of_interest,establishment,NA,NA,4.6,184,0
41.2055506,-73.1879986,Nutmeg Curling Club,"123 Glenwood Avenue, Bridgeport",doctor,health,point_of_interest,establishment,NA,NA,4.8,30,0
41.2013626,-73.1849822,City Furniture Store,"245 Boston Avenue, Bridgeport",doctor,health,point_of_interest,establishment,NA,NA,3.8,36,0
41.2019869,-73.1894338,BMW of Bridgeport,"43 North Avenue, Bridgeport",doctor,health,point_of_interest,establishment,NA,NA,4.7,2619,0
41.1890895,-73.1657995,Center For Sleep Medicine,"267 Grant Street # W-6, Bridgeport",doctor,health,point_of_interest,establishment,NA,NA,0,0,0
41.1812712,-73.1691778,United Staging & Rigging,"250 5th Street, Bridgeport",doctor,health,point_of_interest,establishment,NA,NA,5,4,0
41.1861133,-73.1612024,Greater Bridgeport Transit,"1 Cross Street, Bridgeport",doctor,health,point_of_interest,establishment,NA,NA,3.8,47,0
41.2046232,-73.1625532,Six to Six Magnet School,"601 Pearl Harbor Street, Bridgeport",doctor,health,point_of_interest,establishment,NA,NA,4.5,8,0
41.182589,-73.1649271,Black Horse Garage,"800 Union Avenue, Bridgeport",doctor,health,point_of_interest,establishment,NA,NA,4.4,40,0
41.1858655,-73.1670124,Homer C Godfrey Co,"1360 Central Avenue, Bridgeport",doctor,health,point_of_interest,establishment,NA,NA,4.4,47,0
41.1845415,-73.1331651,Stratford,Stratford,doctor,health,point_of_interest,establishment,NA,NA,0,0,0
41.1827563,-73.1610272,Fairfield County Environmental,"955 Connecticut Avenue # 5307, Bridgeport",doctor,health,point_of_interest,establishment,NA,NA,0,0,0
41.1934071,-73.1449523,Law Offices of James L. ORourke,"1825 Barnum Avenue #201, Stratford",doctor,health,point_of_interest,establishment,NA,NA,4.9,106,0
41.192633,-73.1577137,Bishops Corner,"1978 Boston Avenue, Bridgeport",doctor,health,point_of_interest,establishment,NA,NA,3.2,21,0
41.1902871,-73.1843265,Congregation of Yahweh Inc,"629 Noble Avenue, Bridgeport",doctor,health,point_of_interest,establishment,NA,NA,4.3,3,0
41.1936504,-73.1592193,CVS,"1875 Boston Avenue, Bridgeport",doctor,health,point_of_interest,establishment,NA,NA,3.5,45,0
41.190339,-73.1549247,Pawn King,"2440 Barnum Avenue, Stratford",doctor,health,point_of_interest,establishment,NA,NA,4.6,147,0
41.1871977,-73.1802048,Optimus Health Care: Guckian Victoria A MD,"471 Barnum Avenue, Bridgeport",doctor,health,point_of_interest,establishment,NA,NA,0,0,0
41.1873232,-73.1802105,Castillo Dionne MD,"471 Barnum Avenue, Bridgeport",doctor,health,point_of_interest,establishment,NA,NA,5,1,0
41.1891418,-73.1664202,Zhao Di MD,"267 Grant Street, Bridgeport",doctor,health,point_of_interest,establishment,NA,NA,0,0,0
41.2049035,-73.1622486,Multicultural Magnet School,"700 Palisade Avenue, Bridgeport",doctor,health,point_of_interest,establishment,NA,NA,5,4,0
41.1869218,-73.1503583,Windmill Tavern,"400 Hollister Street, Stratford",doctor,health,point_of_interest,establishment,NA,NA,4.5,609,1
41.1884929,-73.1799482,Alex Food Inc,"1050 East Main Street, Bridgeport",doctor,health,point_of_interest,establishment,NA,NA,4.1,24,0
41.2014753,-73.1731637,Unger Industrial LLC,"425 Asylum Street, Bridgeport",doctor,health,point_of_interest,establishment,NA,NA,2.3,3,0
41.1941161,-73.1449342,Dominos Pizza,"1802 Barnum Avenue, Stratford",doctor,point_of_interest,health,establishment,NA,NA,3.5,374,1
41.1951887,-73.1421196,Walgreens,"1606 Barnum Avenue, Stratford",doctor,point_of_interest,health,establishment,NA,NA,2.3,113,2
41.1960725,-73.1930149,Subway,"529 North Avenue Unit 2, Bridgeport",doctor,point_of_interest,health,establishment,NA,NA,4.2,103,1
41.1945132,-73.1424525,Neil Pryde Sails,"1681 Barnum Avenue # 1, Stratford",doctor,point_of_interest,health,establishment,NA,NA,5,2,0
41.1922531,-73.1537763,Equinox Home Care LLC,"305 Boston Avenue # 308, Stratford",doctor,point_of_interest,health,establishment,NA,NA,3,3,0
41.1804872,-73.1704431,XPO,"100 3rd Street, Bridgeport",doctor,point_of_interest,health,establishment,NA,NA,3,12,0
41.1787378,-73.1707623,American Medical Response,"335 Connecticut Avenue, Bridgeport",doctor,point_of_interest,health,establishment,NA,NA,3.7,9,0
41.2058051,-73.1883403,Wonderland of Ice,"123 Glenwood Avenue, Bridgeport",doctor,point_of_interest,health,establishment,NA,NA,4.3,382,0
41.1938238,-73.1937219,Social Services Department,"925 Housatonic Avenue, Bridgeport",doctor,point_of_interest,health,establishment,NA,NA,2.4,61,0
41.1932868,-73.1752353,Luis Munoz Marin Elementary,"479 Helen Street, Bridgeport",doctor,point_of_interest,health,establishment,NA,NA,3.8,16,0
41.1795934,-73.1490974,Norwalk Powdered Metals Inc,"30 Moffitt Street, Stratford",doctor,point_of_interest,health,establishment,NA,NA,3,2,0
41.2013373,-73.1907434,DRS Fermont,"141 North Avenue, Bridgeport",doctor,health,point_of_interest,establishment,NA,NA,0,0,0
41.1827563,-73.1610272,Connecticut Real Estate Management,"955 Connecticut Avenue # 1306, Bridgeport",doctor,health,point_of_interest,establishment,NA,NA,0,0,0
41.1873464,-73.1802003,Optimus,"471 Barnum Avenue, Bridgeport",doctor,health,point_of_interest,establishment,NA,NA,3.6,11,0
41.1923559,-73.1478887,Hanger Clinic: Prosthetics & Orthotics,"1985 Barnum Avenue, Stratford",doctor,health,point_of_interest,establishment,NA,NA,3.9,7,0
41.1829517,-73.1590607,Northeast Building Products,"1069 Connecticut Avenue, Bridgeport",doctor,health,point_of_interest,establishment,NA,NA,0,0,0
41.1935355,-73.1535281,Aarons,"310 Boston Avenue, Stratford",doctor,health,point_of_interest,establishment,NA,NA,3.3,65,1
41.1865313,-73.1567968,PCS Inc,"310 Bishop Avenue, Bridgeport",doctor,health,point_of_interest,establishment,NA,NA,3,2,0
41.1933333,-73.1588889,Wireless Wizard,"1905 Boston Avenue, Bridgeport",doctor,health,point_of_interest,establishment,NA,NA,3.7,148,0
41.1863221,-73.157444,Standard Security Systems,"20 East Avenue, Bridgeport",doctor,health,point_of_interest,establishment,NA,NA,4.3,108,0
41.2057677,-73.1883345,Fergusons Center Ice Sports,"123 Glenwood Avenue, Bridgeport",doctor,health,point_of_interest,establishment,NA,NA,5,1,0
41.1801209,-73.1874015,Greater Bridgeport Transit,"710 Water Street, Bridgeport",doctor,health,point_of_interest,establishment,NA,NA,3.8,258,0
41.1839386,-73.1839773,The Bridge Academy,"160 Pulaski Street, Bridgeport",doctor,health,point_of_interest,establishment,NA,NA,4.1,25,0
41.1957901,-73.1403726,Gaetanos Deli,"1478 Barnum Avenue, Stratford",doctor,health,point_of_interest,establishment,NA,NA,4.7,654,2
41.1998671,-73.1636961,Bullard-Havens Technical High School,"500 Palisade Avenue, Bridgeport",doctor,health,point_of_interest,establishment,NA,NA,4.3,21,0
41.1802727,-73.1725742,O&G Bridgeport Recycling Plant,"1225 Seaview Avenue, Bridgeport",doctor,health,point_of_interest,establishment,NA,NA,5,4,0
41.1876823,-73.1546426,Midnight Auto,"179 West Avenue, Stratford",doctor,health,point_of_interest,establishment,NA,NA,3.9,13,0
41.1792258,-73.1894384,Bridgeport,Bridgeport,doctor,health,point_of_interest,establishment,NA,NA,0,0,0
41.220562,-73.2423947,Sacred Heart University,"5151 Park Avenue, Fairfield",doctor,health,point_of_interest,establishment,NA,NA,4,81,0
41.229197,-73.226078,Zumiez,"5065 Main Street #161, Trumbull",doctor,health,point_of_interest,establishment,NA,NA,4.5,27,2
41.2295021,-73.2263573,Westfield Trumbull,"5065 Main Street, Trumbull",doctor,health,point_of_interest,establishment,NA,NA,4.3,7026,0
41.2293413,-73.2267736,CVS Pharmacy,"5065 Main Street, Trumbull",doctor,health,point_of_interest,establishment,NA,NA,3,10,0
41.2293413,-73.2267736,Forever 21,"5065 Main Street #178, Trumbull",doctor,health,point_of_interest,establishment,NA,NA,4,158,1
41.229603,-73.2276152,H&M,"5065 Main Street, Trumbull",doctor,health,point_of_interest,establishment,NA,NA,4.3,196,1
41.2297757,-73.2273725,Champs Sports,"5065 Main Street, Trumbull",doctor,health,point_of_interest,establishment,NA,NA,3.9,71,2
41.2289982,-73.225741,American Eagle Store,"5065 Main Street Space 0117, Trumbull",doctor,health,point_of_interest,establishment,NA,NA,4.1,73,2
41.2289786,-73.2270753,ALDO,"5065 Main Street #2081, Trumbull",doctor,health,point_of_interest,establishment,NA,NA,4.3,37,2
41.2288801,-73.2283455,JCPenney Optical,"5065 Main Street, Trumbull",doctor,health,point_of_interest,establishment,NA,NA,2.7,10,0
41.229606,-73.2267236,Gymboree,"5065 Main Street, Trumbull",doctor,health,point_of_interest,establishment,NA,NA,4.5,4,2
41.2293413,-73.2267736,Claires,"5065 Main Street SP. 1125, Trumbull",doctor,health,point_of_interest,establishment,NA,NA,4.2,44,2
41.2295924,-73.2258378,Hot Topic,"5065 Main Street, Trumbull",doctor,health,point_of_interest,establishment,NA,NA,4.6,120,2
41.2294814,-73.2257839,Journeys,"5065 Main Street, Trumbull",doctor,health,point_of_interest,establishment,NA,NA,3.2,20,2
41.2288868,-73.2278655,Comfort Spot Massage,"5065 Main Street #2100, Trumbull",doctor,health,point_of_interest,establishment,NA,NA,3.6,31,0
41.2296353,-73.225917,Classics Day Spa,"5065 Main Street, Trumbull",doctor,health,point_of_interest,establishment,NA,NA,3,112,0
41.2293413,-73.2267736,Pretzelmaker,"5065 Main Street Space 1092, Trumbull",doctor,health,point_of_interest,establishment,NA,NA,2.2,18,1
41.2302016,-73.2264626,Sarku Japan,"5065 Main Street Space #FC-3, Trumbull",doctor,health,point_of_interest,establishment,NA,NA,4.1,207,1
41.1408363,-73.2612615,Fairfield,Fairfield,doctor,health,point_of_interest,establishment,NA,NA,0,0,0
41.2293532,-73.226474,Westfield Dental Center,"5065 Main Street #1118, Trumbull",doctor,health,point_of_interest,establishment,NA,NA,2.5,46,0
41.229719,-73.2258984,Fantastic Brow,"5065 Main Street, Trumbull",doctor,health,point_of_interest,establishment,NA,NA,3.4,66,0
41.2293413,-73.2267736,Kids Foot Locker,"5065 Main Street, Trumbull",doctor,health,point_of_interest,establishment,NA,NA,4.4,18,2
41.2290027,-73.2269349,AT&T Store,"5065 Main Street Space 1073, Trumbull",doctor,health,point_of_interest,establishment,NA,NA,4.7,686,2
41.2149837,-73.2332387,Sacred Heart University Discovery Science Center and Planetarium,"4450 Park Avenue, Bridgeport",doctor,health,point_of_interest,establishment,NA,NA,4.1,112,0
41.2301381,-73.227355,Macys,"5065 Main Street Ste C, Trumbull",doctor,health,point_of_interest,establishment,NA,NA,4.2,1353,2
41.2271597,-73.2435414,"Dr. Jerry P. Malefatto, MD","5520 Park Avenue #203, Trumbull",doctor,health,point_of_interest,establishment,NA,NA,0,0,0
41.227342,-73.2432929,Oncology Associates Bridgeport,"5520 Park Avenue #203, Trumbull",doctor,health,point_of_interest,establishment,NA,NA,0,0,0
41.2297003,-73.2267077,Michaels Jewelers,"5065 Main Street S209, Trumbull",doctor,health,point_of_interest,establishment,NA,NA,4.9,189,0
41.2312665,-73.2248381,LA Fitness,"5065 Main Street, Trumbull",doctor,health,point_of_interest,establishment,NA,NA,4.7,1247,0
41.219984,-73.218787,Marshalls,"4487 Main Street, Bridgeport",doctor,health,point_of_interest,establishment,NA,NA,4.2,637,0
41.2297152,-73.2266856,Cohens Fashion Optical,"5065 Main Street Suite K24, Trumbull",doctor,health,point_of_interest,establishment,NA,NA,4.1,52,0
41.213023,-73.230783,JSS Child Development Center,"4200 Park Avenue, Bridgeport",doctor,health,point_of_interest,establishment,NA,NA,0,0,0
41.2274192,-73.243205,Park Avenue Fertility,"5520 Park Avenue Suite WPG-250, Trumbull",doctor,health,point_of_interest,establishment,NA,NA,5,19,0
41.2273667,-73.2430537,Ferdman Dina MD,"5520 Park Avenue, Trumbull",doctor,health,point_of_interest,establishment,NA,NA,0,0,0
41.2290262,-73.2260818,Mystic Perfume,"5065 Main Street #9203, Trumbull",doctor,health,point_of_interest,establishment,NA,NA,3,4,0
41.2293532,-73.226474,Comfort Zone,"5065 Main Street, Trumbull",doctor,health,point_of_interest,establishment,NA,NA,5,1,0
41.2294864,-73.2256284,Custom Ts,"5065 Main St # Ro43z, Trumbull",doctor,health,point_of_interest,establishment,NA,NA,5,7,0
41.2246866,-73.2207458,Allure Dental Group,"4699 Main Street #101, Bridgeport",doctor,health,point_of_interest,establishment,NA,NA,4.7,101,0
41.2310893,-73.2247674,Jolis Visages LLC,"5065 Main St # G181a, Trumbull",doctor,health,point_of_interest,establishment,NA,NA,5,3,0
41.2310893,-73.2247674,"Anthony Rao, OD","5065 Main Street, Trumbull",doctor,health,point_of_interest,establishment,NA,NA,0,0,0
41.224857,-73.220783,Connecticut Dental Group- M. Azar DDS,"4699 Main Street Suite 203, Bridgeport",doctor,health,point_of_interest,establishment,NA,NA,5,69,0
41.2228415,-73.2185467,"New England Research Associates, LLC","4641 Main Street Suite #3, Bridgeport",doctor,health,point_of_interest,establishment,NA,NA,0,0,0
41.220451,-73.217502,Red Lobster,"4485 Main Street, Bridgeport",doctor,health,point_of_interest,establishment,NA,NA,4.1,1199,2
41.225936,-73.2189281,TD Bank,"4865 Main Street, Bridgeport",doctor,health,point_of_interest,establishment,NA,NA,3.7,24,0
41.2281973,-73.2265146,Target,"5065 Main Street Ste Target, Trumbull",doctor,health,point_of_interest,establishment,NA,NA,3.9,271,2
41.224816,-73.220754,Curtis Family Dentistry,"4699 Main Street #100, Bridgeport",doctor,health,point_of_interest,establishment,NA,NA,4.9,253,0
41.227342,-73.2432929,Sekerak Medical Office,"5520 Park Avenue #208, Trumbull",doctor,health,point_of_interest,establishment,NA,NA,0,0,0
41.228929,-73.2259857,Spencers,"5065 Main Street, Trumbull",doctor,health,point_of_interest,establishment,NA,NA,4.5,64,2
41.227342,-73.2432929,"Dr. Helena Squicciarini, DO","5520 Park Avenue m2700, Trumbull",doctor,health,point_of_interest,establishment,NA,NA,5,449,0
41.227342,-73.2432929,Downey Lisa,"5520 Park Avenue #306, Trumbull",doctor,health,point_of_interest,establishment,NA,NA,0,0,0
41.2278664,-73.2422104,"Dr. Roxanne C. Abder, MD","5520 Park Avenue WP2-700, Trumbull",doctor,health,point_of_interest,establishment,NA,NA,5,567,0
41.224569,-73.2202383,Planned Parenthood - Bridgeport Health Center,"4697 Main Street, Bridgeport",doctor,health,point_of_interest,establishment,NA,NA,3.2,25,0
41.2271597,-73.2435414,"Dr. Robert S. Folman, MD","5520 Park Avenue #203, Trumbull",doctor,health,point_of_interest,establishment,NA,NA,5,1,0
41.2269346,-73.2443172,Oncology Associates-Bridgeport: Fischbach Neal MD,"5520 Park Avenue #203, Trumbull",doctor,health,point_of_interest,establishment,NA,NA,5,4,0
41.224172,-73.2466173,Notre Dame Catholic High School,"220 Jefferson Street, Fairfield",doctor,health,point_of_interest,establishment,NA,NA,4.2,10,0
41.2278664,-73.2422104,"Dr. Leslie M. Goldstone-Orly, M.D.","5520 Park Avenue WP2-700, Trumbull",doctor,health,point_of_interest,establishment,NA,NA,5,404,0
41.2274192,-73.2432049,Witt David MD,"5520 Park Avenue #203, Trumbull",doctor,health,point_of_interest,establishment,NA,NA,4.4,7,0
41.2154137,-73.2329796,The Adventure Park at the Discovery Museum,"4450 Park Avenue, Bridgeport",doctor,health,point_of_interest,establishment,NA,NA,4.7,374,0
41.2274192,-73.2432036,"Mary Beth Harman, D.O.","5520 Park Avenue Suite 302, Trumbull",doctor,health,point_of_interest,establishment,NA,NA,4.9,171,0
41.308274,-72.9278835,New Haven,New Haven,doctor,health,point_of_interest,establishment,NA,NA,0,0,0
41.2945284,-72.9201974,La Quinta Inn & Suites by Wyndham New Haven,"400 Sargent Drive, New Haven",doctor,health,point_of_interest,establishment,NA,NA,3,1209,0
41.3050076,-72.9293841,New Haven Hotel,"229 George Street, New Haven",doctor,health,point_of_interest,establishment,NA,NA,4.2,680,0
41.2832425,-72.9302338,City Point Historic District,New Haven,doctor,health,point_of_interest,establishment,NA,NA,4.5,26,0
41.3029876,-72.9169419,Frank Pepe Pizzeria Napoletana,"157 Wooster Street, New Haven",doctor,health,point_of_interest,establishment,NA,NA,4.5,7303,2
41.3055995,-72.926884,Omni New Haven Hotel at Yale,"155 Temple Street, New Haven",doctor,health,point_of_interest,establishment,NA,NA,4.1,1683,0
41.3065028,-72.9303923,Louis Lunch,"261 Crown Street, New Haven",doctor,health,point_of_interest,establishment,NA,NA,4.4,1811,1
41.2975671,-72.9266539,Avis Car Rental,"Train Station, 50 Union Avenue, New Haven",doctor,health,point_of_interest,establishment,NA,NA,3.4,165,0
41.3063812,-72.9288788,Shubert Theater,"247 College Street, New Haven",doctor,health,point_of_interest,establishment,NA,NA,4.6,740,0
41.2885066,-72.9293806,New Haven Village Suites,"3 Long Wharf Drive, New Haven",doctor,health,point_of_interest,establishment,NA,NA,3.9,206,0
41.2982815,-72.9262518,Union Station Garage,"40 Union Avenue, New Haven",doctor,health,point_of_interest,establishment,NA,NA,4.2,99,0
41.3037776,-72.9355179,Yale New Haven Hospital,"20 York Street, New Haven",doctor,health,point_of_interest,establishment,NA,NA,3.4,170,0
41.2974745,-72.9266831,Metro-North Commuter Railroad,"50 Union Avenue # 3, New Haven",doctor,health,point_of_interest,establishment,NA,NA,4.4,38,0
41.3055866,-72.927307,Barcelona Wine Bar,"155 Temple Street, New Haven",doctor,health,point_of_interest,establishment,NA,NA,4.5,816,2
41.3069859,-72.9244536,Bank of America Financial Center,"157 Church Street, New Haven",doctor,health,point_of_interest,establishment,NA,NA,3,23,0
41.3109307,-72.9263462,Scroll and Key Tomb,"484 College Street, New Haven",doctor,health,point_of_interest,establishment,NA,NA,2.6,5,0
41.3051796,-72.9230789,360 State,"360 State Street, New Haven",doctor,health,point_of_interest,establishment,NA,NA,4.6,80,0
41.29751,-72.926636,Budget Car Rental,"50 Union Avenue, New Haven",doctor,health,point_of_interest,establishment,NA,NA,3.2,87,0
41.3062,-72.9276,Prime 16,"172 Temple Street, New Haven",doctor,health,point_of_interest,establishment,NA,NA,4.4,1056,2
41.2705484,-72.9469711,West Haven,West Haven,doctor,health,point_of_interest,establishment,NA,NA,0,0,0
41.2957957,-72.9199735,IKEA,"450 Sargent Drive, New Haven",doctor,health,point_of_interest,establishment,NA,NA,4.3,7177,0
41.30839,-72.930958,Yale University Art Gallery,"1111 Chapel Street, New Haven",doctor,health,point_of_interest,establishment,NA,NA,4.8,1882,0
41.2975695,-72.9266142,AECOM,"50 Union Avenue # 3, New Haven",doctor,health,point_of_interest,establishment,NA,NA,1,1,0
41.3066515,-72.9307073,Geronimo Tequila Bar and Southwest Grill - New Haven,"271 Crown Street, New Haven",doctor,health,point_of_interest,establishment,NA,NA,4.3,1340,2
41.304827,-72.9359041,Yale New Haven Childrens Hospital,"35 Park Street, New Haven",doctor,health,point_of_interest,establishment,NA,NA,3.5,82,0
41.28954,-72.92951,Long Wharf Dental Group,"1 Long Wharf Drive Ste 221, New Haven",doctor,health,point_of_interest,establishment,NA,NA,4.9,774,0
41.2941653,-72.9227095,Long Wharf Theatre,"222 Sargent Drive, New Haven",doctor,dentist,health,point_of_interest,establishment,NA,4.6,219,0
41.2894109,-72.9299339,HAIRCLUB,"1 Long Wharf Drive Suite 229, New Haven",doctor,health,point_of_interest,establishment,NA,NA,3.7,14,0
41.304215,-72.9317535,Alexion Pharmaceuticals,"100 College Street, New Haven",doctor,health,point_of_interest,establishment,NA,NA,2.9,14,0
41.3039882,-72.9350958,Perez Lozada Juan C MD,"20 York Street # 2, New Haven",doctor,health,point_of_interest,establishment,NA,NA,0,0,0
41.3015319,-72.9357469,Dr. John P. Fulkerson,"Yale Orthopedics, 800 Howard Avenue, New Haven",doctor,health,point_of_interest,establishment,NA,NA,4.6,10,0
41.3043573,-72.9354364,Barsky Carol L MD,"20 York Street # 2, New Haven",doctor,health,point_of_interest,establishment,NA,NA,0,0,0
41.3043573,-72.9354364,Thomas Sheeja MD,"20 York Street # 2, New Haven",doctor,health,point_of_interest,establishment,NA,NA,0,0,0
41.3043573,-72.9354364,Latic Igor MD,"20 York Street # 2, New Haven",doctor,health,point_of_interest,establishment,NA,NA,0,0,0
41.3043573,-72.9354364,Mecca Marcia C MD,"20 York Street # 2, New Haven",doctor,health,point_of_interest,establishment,NA,NA,0,0,0
41.3061607,-72.9296587,Pacifico,"220 College Street, New Haven",doctor,health,point_of_interest,establishment,NA,NA,4.2,826,2
41.3060796,-72.9304171,BAR,"254 Crown Street, New Haven",doctor,health,point_of_interest,establishment,NA,NA,4.5,2522,2
41.3045436,-72.9357954,Brown James E MD,"20 York Street, New Haven",doctor,health,point_of_interest,establishment,NA,NA,0,0,0
41.3045436,-72.9357954,Lee Hochang B MD,"20 York Street # 2, New Haven",doctor,health,point_of_interest,establishment,NA,NA,0,0,0
41.3045436,-72.9357954,Della-Giustina David A MD,"20 York Street, New Haven",doctor,health,point_of_interest,establishment,NA,NA,0,0,0
41.3045436,-72.9357954,Cohen Andrew B MD,"20 York Street, New Haven",doctor,health,point_of_interest,establishment,NA,NA,0,0,0
41.3030662,-72.9200592,Sallys Apizza,"237 Wooster Street, New Haven",doctor,health,point_of_interest,establishment,NA,NA,4.4,2756,2
41.3081574,-72.9261243,New Haven Green,"250 Temple Street, New Haven",doctor,health,point_of_interest,establishment,NA,NA,4.1,3700,0
41.3069859,-72.9244536,"Private Bank, Bank of America","157 Church Street, New Haven",doctor,health,point_of_interest,establishment,NA,NA,0,0,0
41.2994219,-72.9264611,Gateway Garage,"73 South Orange Street, New Haven",doctor,health,point_of_interest,establishment,NA,NA,1.9,8,0
41.3074532,-72.9240018,Withers Bergman LLP: Levine Richard S,"157 Church Street, New Haven",doctor,health,point_of_interest,establishment,NA,NA,0,0,0
41.3072011,-72.9289587,Claires Corner Copia,"1000 Chapel Street, New Haven",doctor,health,point_of_interest,establishment,NA,NA,4.4,1221,2
41.30064,-72.936276,"Aldo Peixoto, MD","800 Howard Avenue, New Haven",doctor,health,point_of_interest,establishment,NA,NA,0,0,0
41.3031844,-72.933476,Choi Jennifer N MD,"333 Cedar Street Tmp3, New Haven",doctor,health,point_of_interest,establishment,NA,NA,0,0,0
41.304827,-72.9359041,"Mehra Golshan, MD","Yale Cancer Center, 35 Park Street, New Haven",doctor,health,point_of_interest,establishment,NA,NA,5,3,0
41.3065445,-72.9274178,AT&T Store,"936B Chapel Street, New Haven",doctor,health,point_of_interest,establishment,NA,NA,4.6,67,0
41.2976754,-72.9122326,"Kennedy, Johnson, Schwab & Roberge, L.L.C.","555 Long Wharf Drive Suite 13A, New Haven",doctor,health,point_of_interest,establishment,NA,NA,4.6,36,0
41.3089105,-72.9330138,The Study at Yale,"1157 Chapel Street, New Haven",doctor,health,point_of_interest,establishment,NA,NA,4.6,344,0
41.3078875,-72.9305307,Yale Center for British Art,"1080 Chapel Street, New Haven",doctor,health,point_of_interest,establishment,NA,NA,4.8,552,0
41.3036617,-72.9238838,Cafe Nine,"250 State Street, New Haven",doctor,health,point_of_interest,establishment,NA,NA,4.5,412,1
41.3045457,-72.9272621,Gateway Community College,"20 Church Street, New Haven",doctor,health,point_of_interest,establishment,NA,NA,4.1,130,0
41.3075256,-72.9296112,Union League Cafe,"1032 Chapel Street, New Haven",doctor,point_of_interest,health,establishment,NA,NA,4.5,538,4
41.306819,-72.927976,ZINC New Haven,"964 Chapel Street, New Haven",doctor,point_of_interest,health,establishment,NA,NA,4.5,503,3
41.30323,-72.9338699,Punjala Mamatha MD,"333 Cedar Street, New Haven",doctor,point_of_interest,health,establishment,NA,NA,0,0,0
41.3061448,-72.9267022,"HARMONICS LIMITED, INC.","900 Chapel Street, New Haven",doctor,point_of_interest,health,establishment,NA,NA,0,0,0
41.7658043,-72.6733723,Hartford,Hartford,doctor,point_of_interest,health,establishment,NA,NA,0,0,0
41.7525359,-72.6802372,Hartford Hospital,"80 Seymour Street, Hartford",doctor,point_of_interest,health,establishment,NA,NA,2.8,496,0
41.7625953,-72.6808969,The Bushnell Performing Arts Center,"166 Capitol Avenue, Hartford",doctor,point_of_interest,health,establishment,NA,NA,4.7,2394,0
41.7537027,-72.6816415,Connecticut Childrens Medical Center,"282 Washington Street, Hartford",doctor,point_of_interest,health,establishment,NA,NA,3.7,319,0
41.7473639,-72.6907806,Bank of America ATM,"300 Summit Street, Hartford",doctor,point_of_interest,health,establishment,NA,NA,2.5,2,0
41.752427,-72.6814528,Orthopedic Associates of Hartford,"31 Seymour Street Ste 100, Hartford",doctor,point_of_interest,health,establishment,NA,NA,3.9,35,0
41.7591993,-72.6843746,The Sorokin Law Firm LLC,"9 Grand Street, Hartford",doctor,point_of_interest,health,establishment,NA,NA,4.8,9,0
